pid,intent,source,utterance,response,subcat
1037650,DELAY,airlines.csv:36780,<cust__ people on this flight are so upset with __company__ but they ca n't control the weather y'all ! ! i feel bad for them . __twitter_tag__ __cust>,"<rep__ __cust__ thanks for being patient , courtney . unfortunately , weather is n't always on our side . thanks for understanding ! __initials__ __rep>",
1830041,NEWFEAT,airlines.csv:7515,"<cust__ __company__ for what it 's worth : any chance you can get flights into romania , other than bucharest only would be great . cluj , oradea , etc . : ) __cust>",<rep__ __cust__ hi kevin . our marketing team are always looking at ways to improve and expand our service . thank you for sending in your feedback . __initials__ __rep>,
317963,OTHER,airlines.csv:34679,<cust__ why is __company__ so slow ? ? ? ? __cust>,"<rep__ __cust__ what 's going on this morning , jeanie ? we 're here for you ! __initials__ __rep>",
685048,INFLIGHTENT,airlines.csv:2528,"<cust__ also , __company__ is killing it with these inflight movie options __cust>","<rep__ __cust__ we 're happy to keep the latest and greatest coming . glad to hear you 're enjoying the __twitter_tag__ , mariah . __initials__ __rep>",
2976861,CHGFLT,airlines.csv:11937,<cust__ __company__ has won my heart today with their gesture . they understood my medical situation on why i couldnt fly as planned and helped me a great deal by cancelling my tickets without penalty . thank you __company__ ! __cust>,<rep__ __cust__ __twitter_tag__ __twitter_tag__ __initials__ __rep>,
1289248,DELAY,airlines.csv:28984,<cust__ ace trip to __twitter_tag__ - everything worked like clockwork apart from everything __company__ touched . delays / bad lounges / no food __cust>,"<rep__ __cust__ we 're disappointed to hear this , peter . can you let us know some more info about your experience so we can feed this back ? thanks . __initials__ __rep> <cust__ __company__ oh sod off - you also lost my bags ! ! ! ! ! ! ! ! ! __cust> <rep__ __cust__ would you like us to step in , peter ? if so , please provide us with your full name , booking reference and email ... __num__ / __num__ __rep>",
896127,OTHER,airlines.csv:3510,<cust__ __company__ thank you for letting get on an earlier flight . __cust>,<rep__ __cust__ you are very welcome . enjoy your day . __initials__ __rep>,
2735897,INFLIGHTENT,airlines.csv:42119,<cust__ __company__ looking to speak with someone about your inflight wifi specs . any help ? ? __cust>,"<rep__ __cust__ happy to help , cosette ! what seems to be the trouble ? __initials__ __rep> <cust__ __company__ thanks ! i 'm trying to find out how fast the wifi is on your flights . do you know what kind of technology you use ? __num__ ku , ku , ka , or __airport_code__ ? __cust> <rep__ __cust__ gotcha ! we are currently utilizing our providers ' ku-band technology . __initials__ __rep> <cust__ __company__ thank you ! is your current provider still global eagle ? __cust> <rep__ __cust__ that 's correct ! global eagle is our current provider . __initials__ __rep> <cust__ __company__ perfect . thanks again ! __cust>",
2567992,DELAY,airlines.csv:41586,<cust__ hey __company__ maybe do n't delay my flight __num__ hours so that i get back to campus at __num__ am ? ? ? ? __cust>,"<rep__ __cust__ we 're sorry we let you down with the delay . i assure you we are working diligently to get you on your way as soon as possible , sam . __initials__ __rep>",
2550814,DELAY,airlines.csv:41540,<cust__ flight on __company__ delayed due to broken lavatory __cust>,"<rep__ __cust__ sorry for the delay this morning , broderick ! hope to have you on your way soon . __initials__ __rep> <cust__ __company__ no such luck , theyre taking the plane out of service now __cust> <rep__ __cust__ we know it 's been a frustrating morning for you , and will work to get you going . __initials__ __rep>",
2435392,TERMFACS,airlines.csv:41192,<cust__ __company__ this is why we you ... thx for the new digital signs at dallas lovefield . well done ! ! __cust>,<rep__ __cust__ we 're pretty excited about them too . thanks for the shout out ! we 're thrilled that you like them . __initials__ __rep>,
2812458,CUSTSUPP,airlines.csv:33490,<cust__ __company__ __twitter_at__ horrible customer service experience ... on the line __num__ minutes to find out that your credit card processing is down . __cust>,"<rep__ __cust__ we 're very sorry for the inconvenience , martin . we have experienced some system issues over the last __num__ hours . if you still need help please try again as it has now been restored . ^lynn __rep>",
2401021,OTHER,airlines.csv:41111,<cust__ thanks __company__ for a great morning flight to __twitter_at__ weekend ! __cust>,<rep__ __cust__ our pleasure ! enjoy the run ! __initials__ __rep>,
400983,CUSTSUPP,airlines.csv:1432,<cust__ curious why __company__ would bother replying if they didnt want to know the problem ? for appearance sake . still no reply to my email __num__ / __num__ __cust>,"<rep__ __cust__ hello , marcy . i apologize for the lengthy response time to your email . __initials__ __rep> <cust__ __company__ i guess would feel that the apology was sincere if anyone bothered to actually contact me about the issue and wanted to fix it . __twitter_tag__ __cust>",
2833858,OTHER,airlines.csv:24566,<cust__ on friday and monday i had __company__ flights they were both complete rubbish __cust>,"<rep__ __cust__ we love making every experience with us the best it can be , what 's going on and how can we help ? __rep>",
1053941,INFLIGHTENT,airlines.csv:16208,"<cust__ hey __company__ , ever consider also charging me for the air i breathe on your planes ? just a thought . __cust>","<rep__ __cust__ we 've unbundled many of our amenities , however , air continues to be free on board . __rep> <cust__ __company__ __cust>",
1714383,BOOKFLT,airlines.csv:7131,"<cust__ __company__ can i use my paypal credit account to pay for a flight ? i see the option when i go to check out , but it still asks for a credit card __cust>","<rep__ __cust__ yes , our online support team can assist you , they can be reached @ __num__ - __num__ . __initials__ __rep> <cust__ __company__ thanks __cust> <rep__ __cust__ have a great week , if you need us just tweet us . __initials__ __rep>",
1618085,INFLIGHTFACS,airlines.csv:29996,<cust__ just arrived in lyon . start new job tomorrow . was upgraded by __company__ to business class . symbolic ! __cust>,"<rep__ __cust__ hi , what a great way to start your new job . ^raj __rep>",
141738,NEWFEAT,airlines.csv:25549,<cust__ interesting to see if __company__ will make a return to __airport_code__ in the upcoming year . demand remains high out of __twitter_at__ but politics was the main barrier __cust>,"<rep__ __cust__ hi sikilizia . we dont have any news about flying /operating that route directly . however , we do have connecting flights operated by our partner airline comair . ^monica __rep>",
709557,OTHER,airlines.csv:2664,<cust__ walked up to gate as they were offering __money__ __company__ x __num__ but just a few ticks too late . __cust>,"<rep__ __cust__ hi , there . pls let me know if you 're in need of assistance . __initials__ __rep> <cust__ __company__ __cust__ __cust>",
2209727,CUSTSUPP,airlines.csv:8843,<cust__ __company__ why does my wife have to sit on hold __num__ hr just to change a reservation ? that 's some poor service . __cust>,<rep__ __cust__ good evening ! our apologies for the extended hold times . our specialists are working as fast as they can to provide exceptional service to the other customers currently on hold and already speaking with someone regarding their concerns . please remain patient and her call ... __num__ / __num__ __rep>,
359898,BAGGAGE,airlines.csv:13198,<cust__ __company__ employees must get commission for every bag they can force you to check __cust>,<rep__ __cust__ we gauge overhead space the best we can and always want to keep you with your bag when possible . __rep> <cust__ __company__ so thanks for making me wait __num__ minutes for a bag i did n't even need to check . __cust> <rep__ __cust__ sometimes due to flight loads . our team must check all bags to ensure we depart on time . our apologies for any inconvenience . __rep>,
1193597,OTHER,airlines.csv:37201,<cust__ __company__ i just want you to know that i am truly in love with you and i will never cheat on you __cust>,<rep__ __cust__ and we 'll fly together happily ever after . __initials__ __rep>,
1102801,BOOKFLT,airlines.csv:36959,"<cust__ __company__ hi guys , trying to book flights ( tried both on pc and mobile ) & keep getting an error msg . is the system down ? __cust>",<rep__ __cust__ there are n't any known issues at this time . feel free to reach out to our reservations line at __num__ - __num__ for any assistance . __initials__ __rep>,
2432408,BOOKFLT,airlines.csv:32377,"<cust__ __company__ found a flight i want to book , got all the way through to payment , payment failed , error : `` flight sold out '' , start a new search , same flight still there ! why ? __cust>","<rep__ __cust__ oh our apologies for the disappointment , judita . it 's likely that the type of ticket you were trying to purchase had sold out . we hope you were still able to book with us . ^alexl __rep> <cust__ __company__ but why does that fare still appear when i search again if its sold out ? even a few hours later ? so frustrating __cust> <rep__ __cust__ hi judita , we 'll certainly feed this back to the relevant department to see if they 're able to find an issue with our website . thanks for letting us know . ^david __rep>",
2380474,OTHER,airlines.csv:22436,<cust__ yeah although he does n't have to do it he could have expressed himself better he was rude __company__ unacceptable everyone around was __cust>,"<rep__ __cust__ we always want our team to be kind and courteous , even if we 're unable to do something . our sincere apologies for this experience . __rep>",
2778504,FLIGHTSTAFF,airlines.csv:42282,"<cust__ . __company__ flight attendant : if you want an alcoholic drink before you head to your family , its a __num__ min flight - you wont have time to enjoy it , just down it . __cust>","<rep__ __cust__ glad you 're enjoying the onboard entertainment , jayme ! we hope you enjoy your ride in the sky - cheers *clink* ! __initials__ __rep>",
542850,CHECKIN,airlines.csv:26690,<cust__ __company__ hy how can i have some help ... .having some problems with a check in ..please __cust>,"<rep__ __cust__ hi danuta , what issues have you been having ? ^tom __rep>",
2497997,OTHER,airlines.csv:9928,<cust__ got ta acknowledge __company__ for awesome customer service ! thank you for help with rebooking out of __airport_code__ today before the storm hit . __cust>,"<rep__ __cust__ so glad that we were able to assist , jen ! __initials__ __rep>",
607156,OTHER,airlines.csv:26865,<cust__ can you help with an introduction to __company__ team who do product development or innovation from staff ? for a report i 'm writing.. __cust>,<rep__ __cust__ unfortunately we would n't be able to help to connect you with this particular team . good luck with your report though ! ^sophie __rep> <cust__ __company__ thank you so much ! : ) __cust>,
2576227,DELAY,airlines.csv:10293,<cust__ fun time with delays and missed connections with __company__ this morning . missing meetings =money lost ! __twitter_tag__ __num__ __cust>,"<rep__ __cust__ hello , matt . very sorry to hear about your experience . we must do better . if you need any help , let us know . __initials__ __rep>",
2265837,FLIGHTSTAFF,airlines.csv:40787,"<cust__ __company__ kansas city gate and ops crew rocks ! delayed hours due to orlando mess . they were awesome ! it stunk being stuck there , but they made it better . it was like a little party ! __cust>","<rep__ __cust__ thanks for sharing , lisa . we appreciate your patience today , and will be sure to share your `` sweet tweet '' with our folks in __airport_code__ ! __initials__ __rep> <cust__ __company__ __num__ delayed hours due to __airport_code__ mess . needed coffee . right after i paid , flight was called ! left my __money__ cup there & boarded . saw brandon , ops agent at __airport_code__ , told him there was a paid for latte if someone wanted . he ran back & brought it to me on the plane . great __airport_code__ ! ! ! __cust>",
1039290,BOOKFLT,airlines.csv:36794,<cust__ __company__ i have been trying to book a flight for two days now and the website keeps crashing . what 's the deal ? __twitter_tag__ __cust>,"<rep__ __cust__ so sorry for any inconvenience , katie . give our reservations agents a call at __num__ -i- __airport_code__ -swa for assistance . __initials__ __rep>",
2174399,DELAY,airlines.csv:21116,<cust__ __company__ flight attendants shocked ! shocked i tell you to discover there is traffic in chicago . so we are delayed . ive been at the airport for two hours . whats their problem ? unforgivable . __cust>,"<rep__ __cust__ we 'll get our crew complete and get you going soon . thanks for your patience with the wait . __rep> <cust__ __company__ why do i have to be at the airport two hours early , when your crew isnt here and departure time is now . __cust> <rep__ __cust__ we 're sorry for the wait , joanne . we 're working to have you wheel 's up and boarded as soon as possible . __rep> <cust__ __company__ forty minutes after scheduled departure time and still sitting on the ground . all because entire flight attendant staff couldnt get here early . __cust> <cust__ __cust__ __company__ hi joanne , kindly shut the fuck up . unless youve never been late to work , which you havent . __cust>",
2184936,FLIGHTSTAFF,airlines.csv:21139,<cust__ __company__ isnt there a rule that passengers shouldnt listen to music without headphones ? entire flight and fa did nothing . __cust>,"<rep__ __cust__ we 're sorry if our crewmember did n't ask them to lower the volume on their phone , jess . we always want your flights to be enjoyable . __rep> <cust__ __company__ not quite the customer svc response i was anticipating . ask for the flight number . address the problem with protocol . __cust> <rep__ __cust__ to minimize disturbance we do request those on board use headsets . we were able to find your info and we 've shared this with our team . __rep>",
2319992,DELAY,airlines.csv:22150,"<cust__ hey , __company__ instead of sending me app notices every __num__ mins my flight has a new departure time , how about we , you know actually take off and fly . __cust>","<rep__ __cust__ that 's a great idea , brent . we 'll get you in the air and on your way just as quickly as we can . __rep> <cust__ __company__ i bought a ticket from __company__ to get from point a to point b. i did not buy a ticket to listen to excuses and your crew dealing with `` paperwork '' issues and sitting on the plane for an hour before taking off . __cust>",
2523743,OTHER,airlines.csv:10041,<cust__ __num__ miles of flying on __num__ legs . upgraded on all . thanks __company__ more miles ahead __twitter_tag__ __cust>,"<rep__ __cust__ hi , doug . thanks for being a loyal platinum medallion member . we appreciate your support and look forward to serving you again soon . __initials__ __rep> <cust__ __company__ like tomorrow . . have a great night ! __cust>",
2055658,DELAY,airlines.csv:8242,<cust__ __company__ thanks for the __num__ + min delay out of __airport_code__ to __airport_code__ ( dl __num__ ) __twitter_tag__ __twitter_tag__ __cust>,"<rep__ __cust__ hello zack , i 'm so sorry to hear this ! we never intend to inconvenience our passengers and i 'm sorry we let you down this time . __initials__ __rep>",
2194809,OTHER,airlines.csv:21207,<cust__ when you do the math and realize there are __num__ people on the same flight as you __company__ __cust>,<rep__ __cust__ and will take excellent care of each and every one of you . __rep>,
2174655,INFLIGHTFACS,airlines.csv:31706,"<cust__ so annoyed __company__ long queues in transit , checked in __num__ hours before flight and now moved to row __num__ __twitter_tag__ __twitter_tag__ __cust>","<rep__ __cust__ hi fiona . i 'm sorry to hear there were long queues for your flight and you your seat has been moved . ^kev __rep> <cust__ __company__ thanks kev what was worse in a hot aircraft is that row __num__ does not have any air vents __twitter_tag__ __cust> <rep__ __cust__ hi fiona , this does sound unusual . we hope this did n't cause you too much of an inconvenience . thanks for getting __num__ / __num__ __rep>",
78336,OTHER,airlines.csv:25395,<cust__ about to fly to london with __company__ ! so ready for a lovely christmassy break . __cust>,<rep__ __cust__ hi chevy . we hope you have a great flight and enjoy your christmas break ! ^corry __rep> <cust__ __company__ thank you ! ! had a very lovely flight . __cust>,
1969705,OTHER,airlines.csv:39617,<cust__ __company__ fun times in wichita before leaving to head back to az ! ! your employees are dressed up and we are playing games ! ! __cust>,"<rep__ __cust__ what can we say , carol , we love halloween ! we 're glad you 're having fun and hope your day is filled with frightful good times ! __initials__ __rep>",
881485,BAGGAGE,airlines.csv:36309,"<cust__ __company__ my girlfriend just got into greenville sc her bags went missing again , every time we fly through __airport_code__ you lose our bags . __cust>","<rep__ __cust__ apologies for the trouble , jay . our baggage office will work to reunite her with her bag asap . __initials__ __rep> <cust__ __company__ how does the process work ? the lady at baggage only said `` they might be in __airport_code__ , i 'm not sure though '' is there a tracking method ? __cust> <rep__ __cust__ we recommend filing a claim at the airport or via __num__ ) __num__ __initials__ __rep> <cust__ __company__ okay thank you , i will try that and see what happens __cust> <rep__ __cust__ be sure to file the claim within __num__ hours of arrival . __initials__ __rep> <cust__ __company__ __company__ we filed the claim and just got a call . still no idea where it 's at . is there anyway someone stole our bag or you could search __cust> <rep__ __cust__ the baggage report will help our team reunite you with your belongings , & they 'll call you w/ any updates . we appreciate your patience . __initials__ __rep>",
1572505,BAGGAGE,airlines.csv:29842,"<cust__ __company__ i seem to have acquired a battery pack when on your flight ba __num__ , think i picked it up thinking it was mine __num__ / __num__ __cust>","<rep__ __cust__ hi , this would need to be returned to the arrival airport so it can be logged and we can contact the owner . ^teresa __rep>",
2411969,OTHER,airlines.csv:32303,<cust__ well played __company__ for raising over __num__ million for __twitter_at__ and making a real difference . __twitter_tag__ __cust>,"<cust__ __cust__ __company__ __twitter_at__ and im flying with you on friday - twice in fact . just in case youre as interested in equally valuable , regular customers.. __cust> <rep__ __twitter_at__ have a great flight home jonathan . ^kit __rep> <cust__ __company__ what ? in a __num__ pitch seat down the back ? on a flight thats probably run out of m & s food ? i sincerely doubt it ... __cust> <rep__ __twitter_at__ we 're sorry to hear that jonathan . ^kit __rep>",
1346981,OTHER,airlines.csv:17709,"<cust__ it 's not even __num__ am and the amount of bullshit __company__ put me through , i 'm over it . never flying this airline again __cust>","<rep__ __cust__ we 're here to help . what 's going on ? __rep> <cust__ __company__ my flight was changed twice , i paid for upgraded seats both times and i was not given my upgrades . i 'm not stuck in the back of your plane __cust>",
1594082,CUSTSUPP,airlines.csv:29902,<cust__ terribly let down by __company__ shocking customer service today . no respect at all . __twitter_tag__ __cust>,"<rep__ __cust__ hi carla . we 're sorry to hear this . can you tell us more and was this in the airport , on board or over the telephone ? ^n __rep>",
2807930,DELAY,airlines.csv:24424,<cust__ __company__ flight aa __num__ been delayed __num__ times over an eight hour period and they offer dry sandwiches . where the vouchers at ? ? __cust>,"<rep__ __cust__ we 're truly sorry for the extended delays . please reach out to us when you reach your destination and we 'll see what we can offer . __rep> <cust__ __company__ that i can do and i am sure more individuals will tweet about flight aa __num__ __cust> <rep__ __cust__ great , we 're hearing from a few people . __rep> <cust__ __company__ this is completely unacceptable and i hope everyone on this flight is compensated because time is the most precious thing in the world . we had to watch several other aa flights leave while we sit with a plane that have no crew . __cust> <rep__ __cust__ we know your time is valuable and we 're truly sorry for the extended delay . we show a departure of __num__ p . __rep> <cust__ __company__ yes this departure time finally planned out and we are actually boarding now . __cust> <rep__ __cust__ great news , you 'll be on your way soon . we appreciate your patience . __rep>",
1925444,NEWFEAT,airlines.csv:20171,<cust__ __company__ no direct flights __airport_code__ -lir in late sept __num__ ? what gives ? help me enjoy the pura vida for my __num__ th ! __cust>,<rep__ __cust__ we 'd love to ! a connection is n't so bad . our crew will take greaat care of you . check out or website or give us a call at __num__ - __num__ . __rep>,
1001262,INFLIGHTENT,airlines.csv:28140,"<cust__ __company__ your new releases are not so new.. ive flown ba in aug , sept and now oct and __num__ % of your film selection has not changed . __cust>",<rep__ __cust__ im sorry the film selection has been the same on your flights . your comments have been feedback . ^davina __rep>,
